,id,created_at,text,source,userID,name,username,location,userDescription
0,1592275881334280192,2022-11-14 21:58:47+00:00,"@kooswijnands @telegraaf Dat mensen nog steeds niet door hebben dat ze gebruikt worden door #FVD 

Steeds weer het… https://t.co/0akYqb58Rn",Twitter Web App,1507647596336193539,Seniel van Waanen,VanSeniel,,"Sinds 2020 erkend AD(H)D'er / Autonoom / Tegen onrecht / 
SAMO - Same old shit (Jean-Michel Basquiat)"
1,1592269112612462592,2022-11-14 21:31:54+00:00,"#BillMaher  #Trump 

Niet voor wokers dit 
https://t.co/QPKMVcf6a4",Twitter Web App,290230743,Tom Du Bois Vanhoutte 🇧🇪,Du__Bois,@Nottinghill @Antwerp,"RT&like≠endorse  Nationalism=Poison, you eventually run out of other people's blood
Er is niks zo ""woke"" als Vlaams-nationalisten. 
#GeldMachtFrei"
2,1592259327985090560,2022-11-14 20:53:01+00:00,‘’Optrekken naar’’ is niet synoniem aan #bestormen of #bezetten. Toch begon de bestorming van het #Capitool ook met… https://t.co/yca3axC7kM,Twitter for iPhone,851885130109079552,RulerRebel,WKoevoet,,informationisnotknowledgeisnotwisdomisnottruthisnotbeautyisnotloveisnotmusicisthebest - Frank Zappa (1940 - 1993)
3,1592234491959033856,2022-11-14 19:14:19+00:00,"#Trump verslagen.
#Bolsonaro verslagen.
#Putin verslagen. 

Geen gemakkelijke maand voor autoritaire, anti-democrat… https://t.co/apBBaAu21k",Twitter Web App,906957197975998464,Laurens Rademakers,LauRademakers1,,Historian/anthropologist. Views entirely my own. *Twitter is a playground for adults*.
4,1592233618776412162,2022-11-14 19:10:51+00:00,"Als je denkt dat het niet erger kan... 🤦‍♂️

Republikeinen hebben verloren, omdat zij zich minder lieten 💉… https://t.co/mPa8tNNkcM",Twitter for Android,782914936733364225,Pake,PakeSeit,Liwwadden,Music: 60s-70s-80s/Dino/Film/Trein| 💉& 🪙munt ❌Volg = (soms) volg terug! Dom doen = Block! Vrijheid i/d hoogste wet! Ik bûgje foar nimmen! Leaver dea as Sleaf!
5,1592216867988508677,2022-11-14 18:04:17+00:00,@jvveen2010 @RonSmallenburg Op de dag dat #QAnonCult fake hero #donnie #trump voor langere tijd in het #gevang geze… https://t.co/2LvO8hhRCd,Twitter for Android,552083896,Fred van Benthem.,Fred30101951,"Utrecht, Nederland","Tweets in English and Dutch as explicit as possible. Idiots will be blocked.
70y. old and sometimes wise. 
Real Democrat in ❤"
6,1592210380776165376,2022-11-14 17:38:31+00:00,"@marcelbar8 Die @GideonvMeijeren wil graag DonaldTrumpje spelen. #Trump is al niks, maar vergeleken daarmee is Gide… https://t.co/14gvlkDBtQ",Twitter for iPhone,450863429,Fred Kwint,FredKwint,"Utrecht, the Netherlands",Journalist LGBT+rights and human rights activist.Not objective on Twitter.🇺🇦🏳️‍🌈🇳🇱GUTMENSCH Beter WOKE dan wakker!❤️
7,1592208696653873155,2022-11-14 17:31:49+00:00,"Eigenlijk is het gewoon allemaal heel lachwekkend. Heel dat #FVD volgt het draaiboek van #trump, in zo'n beetje all… https://t.co/65m9OyxtJX",Twitter Web App,1474143920418439184,Ypiatic,YPiatic,Twitter,"TEAM CHEMTRAIL 💨 afgestudeerd chemtrailpiloot. #hashtag# 
Blokkeren = censureren, negeren mag altijd.
Ik volg niemand en verwijder iedereen die mij wil volgen."
8,1592197840436084741,2022-11-14 16:48:41+00:00,@Blijfvertrouwen @RTLnieuws @OM_DenHaag #RTL wacht tot hun grootste haat verspreider #EvaJinek vanavond klaar is me… https://t.co/VS1D4goQVs,Twitter Web App,921785858,PietVerdriet,Piet85138167,,"#FvD,PVV,BVNL, dan hebben we het wel gehad. Bloedhekel aan slijmballen, kontenlikkers,Hypocrieten, eigenlijk aan de hele MSM en deugers. Grote dierenliefhebber"
9,1592196023828746242,2022-11-14 16:41:28+00:00,.. wat zou morgen #Trump's big announcement zijn .. #TrumptyDumpty,Twitter for Android,1520085196770619392,Tijdgeestvannu,tijdgeestvannu,,Cool headed realist | Koester je vrijheid met realistische nuchterheid | Ik ga op levenservaring en mensenkennis .. #blancostemmer
10,1592195239435202561,2022-11-14 16:38:21+00:00,"Fascinerend, het tempo waarin allerlei #MAGA-Republikeinen afstand nemen van #Trump. Ben benieuwd of hij zijn ‘big… https://t.co/saconviJNX",Twitter for iPhone,89708230,Bert Heuvelman,BertHeuvelman,Amersfoort,"Eindredacteur, programmamaker en podcast-coördinator @EOnl"
11,1592181958687088643,2022-11-14 15:45:34+00:00,"Gaat Donald #Trump morgen opnieuw een gooi naar het presidentschap aankondigen? Voorafgaand aan de midterms, waar z… https://t.co/nilzRCDfO8",TweetDeck,17022916,Op1,op1npo,Amsterdam,Op1 is de veelzijdige talkshow met elke dag een ander presentatie-duo. Rond 22:30 uur op @NPO1.
12,1592168855933456385,2022-11-14 14:53:30+00:00,"@roya21042019 Kijk, daarom heb ik mij wat #Trump betreft altijd op de vlakte gehouden terwijl velen hier de loftrom… https://t.co/eqwjcSajd0",Twitter Web App,1349732508,🎙Voice in the wind 📢,BenGidding,"Gelderland, Netherlands","🙉🙈🙊 #Humor 🤡 #Russianliterature #Japanesepoetry #Artlover · #Apolitical 
Elites ONLY nightmare is #JesusChrist, so for christians: keep smiling. 😊"
13,1592168355196448769,2022-11-14 14:51:31+00:00,"🎶Een beetje van dit en een beetje van dat 🎶

#abortus #democratie #kandidaten #strategie #trump #economie #biden… https://t.co/1AY81d7Wee",Twitter Web App,15280197,Kirsten Verdel,locuta,Roelofarendsveen,Bestuurskundige | Amerikadeskundige | Partner Dr2 | Politiek/analyse | Publieksprijs Communicatie m/v 2020 |  locuta@mstdn.social https://t.co/QxbHX45Unp https://t.co/QI0zdnAcN2
14,1592162047231655938,2022-11-14 14:26:27+00:00,"Een quote van een groot politicus. 

@vooruit_nu #ConnerRousseau #Versuz #Trump #seksisme #nietmijnregering https://t.co/VFNx0J5HI6",Twitter Web App,749512344514990080,Mark Salden,SaldenMark,"Dilsen-Stokkem, België","🎨 Grafische vormgeving
👕 Bedrukkingen
📱 Social mediamanagement
🖥 Webdesign
🖕 Satiricus
⚛️ Atheïst
IG: https://t.co/BbmGCFu85p"
15,1592130773708308480,2022-11-14 12:22:11+00:00,@roya21042019 #Trump is daar inderdaad geweest... om ze een veeg uit de pan te geven! #Trump verdedigde de mensheid… https://t.co/8ZPebVjP1m,Twitter Web App,1070262192749056002,Crypto Connect,realccnect,All Around The World 🌎,"Parler: @realccnect
informative, connectivity among Crypto-Currencies"
16,1592130407490895873,2022-11-14 12:20:44+00:00,@GideonvMeijeren @gjknoops @NOS gideon  de nederlandse zoon van #trump met dezelfde mensenstreken dat komt allemaaa… https://t.co/WewlfsLnq2,Twitter Web App,2221100076,henk geerdink,yknitstoo,veenendaal,zookeeper since1973 first in munich  germany now in rhenen holland .  retired zookeeper since 01-01-2021
